3.47,0.02,0.04,-9.78,0.0016,-0.002,0.1156
3.48,0.01,0.08,-9.81,0.0016,-0.002,0.116
3.49,0.01,0.07,-9.8,0.0014,-0.0022,0.1162
3.5,0.01,0.08,-9.81,0.0014,-0.002,0.1166
3.51,0,0.08,-9.81,0.0016,-0.0022,0.117
3.52,0.02,0.06,-9.78,0.0014,-0.002,0.1174
3.53,0.03,0.06,-9.8,0.0016,-0.0022,0.1178
3.54,0.01,0.07,-9.79,0.0016,-0.002,0.118
3.55,0.03,0.06,-9.79,0.0014,-0.0022,0.1184
3.56,0.02,0.09,-9.79,0.0016,-0.002,0.1188
3.57,0,0.06,-9.78,0.0016,-0.0022,0.1192
3.58,0.01,0.08,-9.81,0.0016,-0.0022,0.1194
3.59,0,0.08,-9.8,0.0014,-0.002,0.1198
3.6,0.01,0.09,-9.78,0.0016,-0.0022,0.12
3.61,-0.01,0.08,-9.79,0.0016,-0.002,0.1206
3.62,0.01,0.09,-9.8,0.0016,-0.0022,0.1208
3.63,0.01,0.07,-9.81,0.0018,-0.0022,0.121
3.64,-0.01,0.09,-9.79,0.0016,-0.002,0.1216
3.65,0.01,0.08,-9.78,0.0016,-0.0022,0.1218
3.66,-0.01,0.1,-9.8,0.0018,-0.0022,0.1224
3.67,-0.02,0.1,-9.8,0.0016,-0.0022,0.1226
3.68,-0.01,0.07,-9.8,0.0016,-0.002,0.1228
3.69,0,0.07,-9.79,0.0016,-0.0022,0.1232
3.7,0.01,0.09,-9.8,0.0018,-0.0022,0.1236
3.71,-0.03,0.09,-9.79,0.0016,-0.002,0.124
3.72,-0.01,0.07,-9.78,0.0018,-0.0022,0.1242
3.73,-0.01,0.08,-9.78,0.0018,-0.0022,0.1244
3.74,-0.01,0.08,-9.8,0.0016,-0.002,0.125
3.75,-0.02,0.11,-9.81,0.0018,-0.0022,0.1252
3.76,-0.02,0.09,-9.79,0.0018,-0.002,0.1256
3.77,-0.02,0.07,-9.82,0.0016,-0.0022,0.126
3.78,-0.01,0.1,-9.78,0.0018,-0.002,0.1262
3.79,-0.01,0.09,-9.79,0.0018,-0.0022,0.1266
3.8,-0.03,0.07,-9.81,0.0018,-0.002,0.1268
3.81,-0.01,0.08,-9.78,0.0018,-0.0022,0.1272
3.82,-0.02,0.09,-9.79,0.0018,-0.002,0.1274
3.83,-0.02,0.09,-9.79,0.0018,-0.002,0.128
3.84,-0.02,0.1,-9.8,0.0018,-0.0022,0.1282
3.85,-0.05,0.09,-9.81,0.0018,-0.002,0.1284
3.86,-0.03,0.09,-9.79,0.002,-0.002,0.1288
3.87,-0.02,0.07,-9.81,0.0018,-0.0022,0.1292
3.88,-0.04,0.1,-9.81,0.002,-0.002,0.1294
3.89,-0.03,0.1,-9.81,0.0018,-0.002,0.1298
3.9,-0.02,0.08,-9.78,0.002,-0.002,0.13
3.91,-0.03,0.1,-9.79,0.0018,-0.0022,0.1304
3.92,-0.04,0.1,-9.81,0.002,-0.002,0.1308
3.93,-0.01,0.1,-9.8,0.0018,-0.002,0.131
3.94,-0.04,0.1,-9.8,0.002,-0.002,0.1314
3.95,-0.04,0.1,-9.82,0.002,-0.002,0.1316
3.96,-0.03,0.1,-9.8,0.002,-0.0022,0.132
3.97,-0.03,0.09,-9.79,0.002,-0.002,0.1322
3.98,-0.05,0.08,-9.79,0.002,-0.002,0.1326
3.99,-0.02,0.1,-9.8,0.002,-0.0018,0.1328
4,-0.05,0.11,-9.8,0.002,-0.002,0.1332
4.01,-0.04,0.11,-9.78,0.002,-0.0022,0.1336
4.02,-0.07,0.11,-9.78,0.002,-0.002,0.1338
4.03,-0.04,0.12,-9.81,0.002,-0.002,0.134
4.04,-0.05,0.1,-9.81,0.002,-0.002,0.1344
4.05,-0.04,0.1,-9.8,0.0022,-0.002,0.1348
4.06,-0.06,0.11,-9.8,0.002,-0.0018,0.135
4.07,-0.05,0.1,-9.79,0.002,-0.002,0.1354
4.08,-0.05,0.09,-9.79,0.0022,-0.002,0.1356
4.09,-0.07,0.11,-9.78,0.002,-0.002,0.1358
4.1,-0.06,0.1,-9.79,0.002,-0.002,0.1362
4.11,-0.04,0.09,-9.77,0.0022,-0.002,0.1366
4.12,-0.07,0.1,-9.8,0.002,-0.0018,0.1368
4.13,-0.05,0.09,-9.8,0.0022,-0.002,0.137
4.14,-0.05,0.09,-9.8,0.002,-0.002,0.1374
4.15,-0.05,0.08,-9.8,0.0022,-0.002,0.1376
4.16,-0.05,0.1,-9.79,0.0022,-0.0018,0.138
4.17,-0.05,0.1,-9.79,0.002,-0.002,0.1382
4.18,-0.06,0.11,-9.8,0.0022,-0.002,0.1386
4.19,-0.06,0.1,-9.78,0.0022,-0.002,0.1388
4.2,-0.07,0.1,-9.79,0.0022,-0.0018,0.139
